39631,2440
40695,2440
40695,2649
41975,2649
41975,2752
43219,2752
43219,2334
44388,2334
44388,1770
45557,1770
45557,2156
46812,2156
46812,1665
48007,1665
48007,1609
49232,1609
49232,2322
50451,2322
50451,1588
51686,1588
51686,2110
52884,2110
52884,2326
54085,2326
54085,2081
55332,2081
55332,2310
56533,2310
56533,3058
57647,3058
57647,2889
58905,2889
58905,2878
60150,2878
60150,3003
61376,3003
61376,3870
62411,3870
62411,3587
63757,3587
63757,4734
64674,4734
64674,5098
65824,5098
65824,4729
67256,4729
67256,5928
68090,5928
68090,6312
69240,6312
69240,6998
70253,6998
70253,6842
71679,6842
71679,7263
72841,7263
72841,8635
73474,8635
73474,8610
74895,8610
74895,9542
75753,9542
75753,10470
76592,10470
76592,10518
78039,10518
78039,11937
78509,11937
78509,12228
79814,12228
79814,12727
80984,12727
80984,14142
81377,14142
81377,14893
82327,14893
82327,15718
83211,15718
83211,16536
84104,16536
84104,17442
84907,17442
84907,18193
85883,18193
85883,18883
86949,18883
86949,19848
87702,19848
87702,20806
88463,20806
88463,21791
89188,21791
89188,23169
89338,23169
89338,24145
90050,24145
90050,24900
91131,24900
91131,26138
91428,26138
91428,27054
92280,27054
92280,28082
92946,28082
92946,29467
92882,29467
92882,30176
94244,30176
94244,31575
94082,31575
94082,32608
94765,32608
94765,33872
94845,33872
94845,34814
95843,34814
95843,36002
96141,36002
96141,37205
96373,37205
96373,38398
96625,38398
96625,39626
96707,39626
96707,40765
97200,40765
97200,41993
97248,41993
97248,43119
97943,43119
97943,44422
97371,44422
97371,45577
98010,45577
98010,46825
97641,46825
97641,48005
98387,48005
98387,49236
98179,49236
98179,50456
